PM10,SO2,NO2,CO,O3,TEMP,RAIN,WSPM,year,month,day,hour,dayofweek
51.0,29.0,41.0,1600.0,25.0,-3.3,0,1.0,2017,2,3,9,4
67.0,26.0,32.0,1500.0,34.0,-0.7,0,1.5,2017,2,3,10,4
72.0,20.0,30.0,1400.0,44.0,0.9,0,1.2,2017,2,3,11,4
82.0,25.0,32.0,1300.0,51.0,3.1,0,0.9,2017,2,3,12,4
131.0,33.0,45.0,1500.0,63.0,4.3,0,1.2,2017,2,3,13,4
167.0,44.0,56.0,200.0,73.0,4.9,0,1.5,2017,2,3,14,4
213.0,55.0,57.0,2200.0,88.0,5.8,0,1.6,2017,2,3,15,4
210.0,55.0,73.0,2300.0,75.0,5.6,0,2.2,2017,2,3,16,4
238.0,65.0,90.0,2700.0,62.0,4.8,0,1.6,2017,2,3,17,4
252.0,71.0,128.0,2900.0,26.0,2.9,0,0.9,2017,2,3,18,4
250.0,72.0,150.0,3200.0,6.0,0.9,0,0.0,2017,2,3,19,4
289.0,60.0,145.0,3800.0,4.0,-0.7,0,0.1,2017,2,3,20,4
303.0,72.0,141.0,400.0,7.0,-1.5,0,0.0,2017,2,3,21,4
293.0,43.0,126.0,400.0,4.0,-1.2,0,0.7,2017,2,3,22,4
363.0,80.0,138.0,5500.0,9.0,-0.3,0,1.3,2017,2,3,23,4
388.0,80.0,127.0,5600.0,9.0,0.0,0,1.3,2017,2,4,0,5
349.0,68.0,108.0,4900.0,11.0,0.2,0,0.9,2017,2,4,1,5
316.0,63.0,108.0,4700.0,9.0,0.0,0,1.1,2017,2,4,2,5
302.0,60.0,92.0,4300.0,15.0,0.0,0,1.3,2017,2,4,3,5
283.0,49.0,95.0,4200.0,88.0,0.4,0,0.8,2017,2,4,4,5
283.0,50.0,95.0,4500.0,8.0,0.3,0,1.1,2017,2,4,5,5
283.0,55.0,95.0,4700.0,9.0,-0.4,0,1.0,2017,2,4,6,5
277.0,48.0,95.0,4700.0,7.0,-2.0,0,0.0,2017,2,4,7,5
274.0,42.0,97.0,4600.0,6.0,-2.9,0,0.1,2017,2,4,8,5
273.0,52.0,99.0,5100.0,8.0,-0.7,0,0.8,2017,2,4,9,5
271.0,55.0,95.0,4600.0,9.0,1.4,0,0.8,2017,2,4,10,5
264.0,55.0,77.0,3700.0,33.0,3.6,0,0.8,2017,2,4,11,5
266.0,53.0,51.0,2800.0,70.0,5.2,0,0.8,2017,2,4,12,5
276.0,57.0,44.0,2700.0,94.0,6.8,0,0.7,2017,2,4,13,5
294.0,59.0,54.0,2700.0,106.0,7.7,0,1.3,2017,2,4,14,5
294.0,60.0,84.0,2800.0,96.0,8.6,0,1.1,2017,2,4,15,5
296.0,62.0,112.0,300.0,75.0,9.0,0,1.2,2017,2,4,16,5
297.0,60.0,100.0,3100.0,77.0,7.6,0,1.1,2017,2,4,17,5
306.0,60.0,138.0,3300.0,38.0,4.5,0,0.3,2017,2,4,18,5
320.0,62.0,128.0,3500.0,37.0,3.2,0,0.9,2017,2,4,19,5
241.0,45.0,116.0,2800.0,23.0,5.2,0,1.8,2017,2,4,20,5
220.0,43.0,97.0,2800.0,33.0,3.4,0,1.1,2017,2,4,21,5
166.0,29.0,57.0,1900.0,59.0,2.4,0,1.2,2017,2,4,22,5
49.0,10.0,21.0,800.0,78.0,-1.5,0,0.1,2017,2,4,23,5
37.0,11.0,27.0,900.0,66.0,-2.7,0,0.8,2017,2,5,0,6
29.0,11.0,28.0,100.0,63.0,-3.1,0,0.4,2017,2,5,1,6
61.0,15.0,55.0,200.0,30.0,-3.6,0,0.8,2017,2,5,2,6
77.0,15.0,63.0,2400.0,17.0,-0.3,0,2.2,2017,2,5,3,6
38.0,14.0,47.0,1500.0,36.0,1.0,0,1.6,2017,2,5,4,6
17.0,9.0,26.0,100.0,55.0,-1.2,0,1.3,2017,2,5,5,6
10.0,7.0,20.0,800.0,61.0,-0.5,0,1.1,2017,2,5,6,6
10.0,14.0,26.0,700.0,54.0,-2.0,0,0.8,2017,2,5,7,6
9.0,14.0,26.0,500.0,54.0,-2.4,0,0.4,2017,2,5,8,6
10.0,14.0,23.0,500.0,58.0,3.0,0,0.5,2017,2,5,9,6
11.0,7.0,18.0,500.0,65.0,4.6,0,5.6,2017,2,5,10,6
6.0,3.0,8.0,300.0,83.0,5.9,0,4.5,2017,2,5,11,6
7.0,2.0,7.0,300.0,90.0,7.0,0,5.1,2017,2,5,12,6
5.0,3.0,7.0,300.0,91.0,8.1,0,3.1,2017,2,5,13,6
5.0,2.0,7.0,300.0,93.0,7.7,0,2.8,2017,2,5,14,6
8.0,2.0,6.0,200.0,95.0,8.1,0,2.7,2017,2,5,15,6
5.0,2.0,5.0,200.0,97.0,8.2,0,0.9,2017,2,5,16,6
6.0,2.0,5.0,200.0,96.0,7.5,0,0.8,2017,2,5,17,6
19.0,2.0,16.0,300.0,85.0,6.9,0,3.0,2017,2,5,18,6
14.0,3.0,17.0,400.0,80.0,6.3,0,2.8,2017,2,5,19,6
22.0,4.0,14.0,400.0,80.0,3.9,0,1.8,2017,2,5,20,6
12.0,3.0,9.0,300.0,83.0,3.1,0,1.9,2017,2,5,21,6
11.0,4.0,12.0,400.0,77.0,2.2,0,1.8,2017,2,5,22,6
12.0,5.0,14.0,500.0,73.0,1.7,0,3.1,2017,2,5,23,6
17.0,6.0,12.0,500.0,73.0,1.6,0,2.9,2017,2,6,0,0
12.0,8.0,9.0,400.0,74.0,1.2,0,3.7,2017,2,6,1,0
10.0,2.0,6.0,300.0,79.0,0.325,0,2.5,2017,2,6,2,0
19.0,2.0,4.0,200.0,83.0,0.075,0,3.3,2017,2,6,3,0
10.0,2.0,3.0,200.0,97.0,-0.125,0,3.8,2017,2,6,4,0
8.0,2.0,5.0,300.0,97.0,-0.65,0,2.9,2017,2,6,5,0
6.0,6.0,6.0,300.0,80.0,-1.525,0,2.3,2017,2,6,6,0
6.0,2.0,5.0,300.0,80.0,-1.8,0,2.8,2017,2,6,7,0
11.0,4.0,6.0,300.0,79.0,-1.7,0,3.9,2017,2,6,8,0
14.0,3.0,5.0,300.0,80.0,-0.2,0,4.5,2017,2,6,9,0
53.0,2.0,4.0,300.0,84.0,1.2,0,3.8,2017,2,6,10,0
8.0,2.0,2.0,200.0,88.0,2.5,0,4.4,2017,2,6,11,0
6.0,2.0,3.0,200.0,90.0,3.4,0,3.5,2017,2,6,12,0
5.0,2.0,4.0,200.0,91.0,4.0,0,1.4,2017,2,6,13,0
5.0,2.0,7.0,200.0,92.0,4.9,0,1.4,2017,2,6,14,0
8.0,2.0,10.0,300.0,90.0,4.1,0,1.9,2017,2,6,15,0
13.0,2.0,22.0,300.0,78.0,4.0,0,1.9,2017,2,6,16,0
18.0,4.0,33.0,400.0,66.0,3.6,0,2.4,2017,2,6,17,0
25.0,6.0,51.0,500.0,47.0,2.3,0,1.3,2017,2,6,18,0
39.0,11.0,60.0,700.0,35.0,1.6,0,1.6,2017,2,6,19,0
49.0,15.0,69.0,800.0,24.0,1.6,0,1.9,2017,2,6,20,0
47.0,13.0,79.0,800.0,13.0,0.5,0,0.8,2017,2,6,21,0
43.0,13.0,92.0,900.0,4.0,-0.7,0,0.5,2017,2,6,22,0
61.0,11.0,87.0,1000.0,92.0,-2.2,0,0.4,2017,2,6,23,0
72.0,18.0,84.0,1600.0,92.0,-2.7,0,0.0,2017,2,7,0,1
101.0,26.0,80.0,2900.0,4.0,-2.4,0,0.6,2017,2,7,1,1
84.0,19.0,76.0,2700.0,3.0,-3.1,0,0.5,2017,2,7,2,1
119.0,30.0,78.0,3100.0,4.0,-2.7,0,0.6,2017,2,7,3,1
116.0,38.0,77.0,3700.0,92.0,-2.3,0,1.6,2017,2,7,4,1
115.0,28.0,71.0,3300.0,92.0,-1.9,0,0.8,2017,2,7,5,1
103.0,26.0,71.0,3000.0,3.0,-2.1,0,0.6,2017,2,7,6,1
106.0,26.0,68.0,3300.0,92.0,-2.2,0,1.7,2017,2,7,7,1
98.0,25.0,64.0,3000.0,3.0,-1.8,0,1.5,2017,2,7,8,1
125.0,27.0,64.0,3200.0,4.0,-1.2,0,1.6,2017,2,7,9,1
128.0,36.0,66.0,300.0,6.0,-0.3,0,0.9,2017,2,7,10,1
103.0,32.0,62.0,2400.0,10.0,0.6,0,0.6,2017,2,7,11,1
98.0,32.0,67.0,2100.0,11.0,0.2,0,2.0,2017,2,7,12,1
117.0,29.0,77.0,2400.0,9.0,0.2,0,1.9,2017,2,7,13,1
109.0,31.0,75.0,2200.0,14.0,0.6,0,2.1,2017,2,7,14,1
118.0,30.0,71.0,2100.0,18.0,0.9,0,2.6,2017,2,7,15,1
109.0,28.0,66.0,1800.0,22.0,1.1,0,2.2,2017,2,7,16,1
102.0,25.0,65.0,1600.0,23.0,0.9,0,2.0,2017,2,7,17,1
104.0,20.0,73.0,1600.0,35.0,0.2,0,1.6,2017,2,7,18,1
107.0,16.0,82.0,1700.0,24.0,-0.7,0,0.8,2017,2,7,19,1
108.0,17.0,87.0,1900.0,2.0,-1.6,0,0.5,2017,2,7,20,1
106.0,15.0,86.0,1900.0,3.0,-2.2,0,0.5,2017,2,7,21,1
124.0,18.0,90.0,2400.0,23.0,-2.8,0,1.0,2017,2,7,22,1
137.0,21.0,83.0,3300.0,4.0,-3.0,0,0.7,2017,2,7,23,1
120.0,19.0,72.0,2500.0,3.0,-3.7,0,0.2,2017,2,8,0,2
114.0,18.0,67.0,2600.0,4.0,-4.1,0,0.0,2017,2,8,1,2
126.0,13.0,71.0,3600.0,3.0,-3.6,0,1.1,2017,2,8,2,2
99.0,14.0,66.0,2100.0,2.0,-4.1,0,1.3,2017,2,8,3,2
90.0,22.0,63.0,1900.0,23.0,-4.2,0,1.7,2017,2,8,4,2
70.0,28.0,47.0,1300.0,13.0,-4.2,0,1.3,2017,2,8,5,2
53.0,24.0,36.0,1000.0,29.0,-4.0,0,1.7,2017,2,8,6,2
28.0,18.0,20.0,700.0,51.0,-3.5,0,1.5,2017,2,8,7,2
15.0,12.0,13.0,500.0,64.0,-2.9,0,1.6,2017,2,8,8,2
11.0,10.0,12.0,400.0,69.0,-1.0,0,2.1,2017,2,8,9,2
7.0,8.0,7.0,300.0,76.0,0.1,0,3.3,2017,2,8,10,2
12.0,5.0,5.0,300.0,78.0,1.1,0,2.6,2017,2,8,11,2
8.0,2.0,4.0,200.0,82.0,2.1,0,2.8,2017,2,8,12,2
9.0,2.0,5.0,200.0,84.0,3.2,0,1.9,2017,2,8,13,2
9.0,2.0,7.0,200.0,85.0,3.4,0,5.5,2017,2,8,14,2
6.0,3.0,5.0,800.0,81.0,3.3,0,6.4,2017,2,8,15,2
34.0,2.0,2.0,100.0,85.0,2.6,0,6.2,2017,2,8,16,2
16.0,2.0,6.0,100.0,84.0,1.4,0,6.2,2017,2,8,17,2
18.0,2.0,9.0,100.0,85.0,-0.4,0,5.8,2017,2,8,18,2
15.0,2.0,10.0,100.0,78.0,-1.3,0,5.7,2017,2,8,19,2
13.0,2.0,8.0,100.0,78.0,-2.1,0,5.2,2017,2,8,20,2
7.0,2.0,8.0,100.0,79.0,-2.6,0,4.3,2017,2,8,21,2
7.0,2.0,8.0,100.0,78.0,-3.0,0,5.4,2017,2,8,22,2
5.0,2.0,7.0,100.0,85.0,-3.2,0,6.1,2017,2,8,23,2
6.0,2.0,5.0,100.0,85.0,-3.3,0,6.0,2017,2,9,0,3
5.0,2.0,5.0,100.0,85.0,-3.3,0,5.9,2017,2,9,1,3
6.0,2.0,6.0,100.0,85.0,-3.4,0,5.7,2017,2,9,2,3
77.0,5.0,37.0,800.0,43.0,-3.7,0,3.9,2017,2,9,3,3
5.0,2.0,6.0,100.0,85.0,-4.0,0,3.4,2017,2,9,4,3
5.0,2.0,9.0,100.0,85.0,-3.9,0,4.1,2017,2,9,5,3
5.0,2.0,10.0,100.0,85.0,-4.2,0,3.2,2017,2,9,6,3
6.0,2.0,12.0,100.0,85.0,-4.1,0,4.8,2017,2,9,7,3
12.0,2.0,12.0,100.0,85.0,-3.8,0,5.5,2017,2,9,8,3
6.0,2.0,9.0,100.0,73.0,-2.7,0,5.6,2017,2,9,9,3
7.0,2.0,5.0,100.0,78.0,-1.5,0,6.1,2017,2,9,10,3
12.0,2.0,4.0,100.0,85.0,-0.4,0,6.0,2017,2,9,11,3
5.0,2.0,3.0,100.0,83.0,0.6,0,5.6,2017,2,9,12,3
6.0,2.0,3.0,100.0,86.0,1.7,0,6.6,2017,2,9,13,3
25.0,2.0,3.0,100.0,88.0,1.9,0,7.0,2017,2,9,14,3
35.0,2.0,4.0,100.0,87.0,1.9,0,6.2,2017,2,9,15,3
55.0,2.0,5.0,100.0,87.0,1.3,0,7.8,2017,2,9,16,3
21.0,2.0,6.0,100.0,85.0,0.8,0,4.8,2017,2,9,17,3
27.0,2.0,10.0,100.0,80.0,-0.3,0,6.4,2017,2,9,18,3
20.0,2.0,10.0,100.0,78.0,-0.9,0,5.2,2017,2,9,19,3
17.0,2.0,9.0,100.0,77.0,-1.2,0,5.7,2017,2,9,20,3
17.0,2.0,7.0,100.0,77.0,-1.5,0,4.4,2017,2,9,21,3
16.0,2.0,6.0,100.0,76.0,-1.2,0,6.0,2017,2,9,22,3
18.0,2.0,5.0,100.0,78.0,-1.2,0,6.2,2017,2,9,23,3
17.0,2.0,5.0,100.0,77.0,-1.3,0,5.9,2017,2,10,0,4
16.0,2.0,5.0,100.0,78.0,-1.6,0,6.4,2017,2,10,1,4
14.0,2.0,4.0,100.0,81.0,-2.0,0,5.8,2017,2,10,2,4
6.0,2.0,5.0,200.0,80.0,-2.2,0,5.6,2017,2,10,3,4
10.0,2.0,5.0,200.0,85.0,-2.4,0,4.3,2017,2,10,4,4
6.0,2.0,5.0,200.0,86.0,-2.7,0,4.2,2017,2,10,5,4
6.0,2.0,7.0,200.0,83.0,-3.1,0,4.7,2017,2,10,6,4
10.0,2.0,11.0,300.0,78.0,-3.5,0,3.0,2017,2,10,7,4
14.0,2.0,21.0,400.0,68.0,-3.3,0,3.0,2017,2,10,8,4
11.0,3.0,11.0,300.0,78.0,-2.1,0,2.1,2017,2,10,9,4
8.0,5.0,7.0,300.0,82.0,-1.1,0,4.7,2017,2,10,10,4
11.0,3.0,6.0,300.0,87.0,0.1,0,5.6,2017,2,10,11,4
6.0,4.0,7.0,300.0,87.0,1.5,0,5.5,2017,2,10,12,4
6.0,2.0,4.0,200.0,93.0,3.0,0,4.4,2017,2,10,13,4
7.0,2.0,5.0,200.0,93.0,4.3,0,5.8,2017,2,10,14,4
19.0,2.0,4.0,100.0,97.0,4.8,0,6.3,2017,2,10,15,4
20.0,2.0,5.0,100.0,96.0,4.7,0,6.1,2017,2,10,16,4
18.0,2.0,6.0,100.0,95.0,4.1,0,4.2,2017,2,10,17,4
17.0,2.0,12.0,100.0,88.0,3.1,0,2.0,2017,2,10,18,4
18.0,4.0,21.0,300.0,77.0,2.7,0,4.0,2017,2,10,19,4
13.0,3.0,13.0,200.0,84.0,2.2,0,4.2,2017,2,10,20,4
14.0,3.0,13.0,200.0,84.0,1.8,0,2.9,2017,2,10,21,4
11.0,3.0,10.0,200.0,84.0,1.4,0,2.1,2017,2,10,22,4
9.0,3.0,7.0,200.0,86.0,0.7,0,1.7,2017,2,10,23,4
20.0,3.0,12.0,300.0,79.0,1.3,0,3.0,2017,2,11,0,5
10.0,3.0,16.0,300.0,76.0,1.5,0,4.0,2017,2,11,1,5
12.0,3.0,9.0,200.0,85.0,1.8,0,2.9,2017,2,11,2,5
9.0,4.0,9.0,300.0,82.0,-1.4,0,0.6,2017,2,11,3,5
11.0,8.0,18.0,500.0,68.0,-2.5,0,1.0,2017,2,11,4,5
18.0,18.0,22.0,600.0,59.0,-3.6,0,1.8,2017,2,11,5,5
19.0,38.0,28.0,600.0,52.0,-4.1,0,1.3,2017,2,11,6,5
19.0,25.0,37.0,600.0,42.0,-5.2,0,1.3,2017,2,11,7,5
19.0,22.0,27.0,500.0,53.0,-3.8,0,1.8,2017,2,11,8,5
23.0,24.0,18.0,500.0,63.0,-1.2,0,1.1,2017,2,11,9,5
21.0,27.0,16.0,400.0,66.0,1.7,0,2.5,2017,2,11,10,5
13.0,11.0,9.0,300.0,76.0,3.6,0,2.5,2017,2,11,11,5
6.0,5.0,6.0,300.0,84.0,5.3,0,1.9,2017,2,11,12,5
8.0,5.0,7.0,300.0,88.0,6.7,0,1.4,2017,2,11,13,5
10.0,6.0,9.0,300.0,90.0,7.5,0,1.8,2017,2,11,14,5
14.0,5.0,9.0,200.0,93.0,8.1,0,1.7,2017,2,11,15,5
14.0,5.0,9.0,200.0,93.0,8.2,0,2.0,2017,2,11,16,5
19.0,5.0,11.0,300.0,93.0,7.6,0,1.6,2017,2,11,17,5
43.0,9.0,23.0,500.0,79.0,5.7,0,1.1,2017,2,11,18,5
84.0,37.0,70.0,1700.0,34.0,3.8,0,1.3,2017,2,11,19,5
87.0,28.0,96.0,1300.0,4.0,2.1,0,1.2,2017,2,11,20,5
173.0,48.0,93.0,1400.0,6.0,-0.8,0,0.7,2017,2,11,21,5
209.0,80.0,90.0,2200.0,8.0,-0.4,0,1.7,2017,2,11,22,5
158.0,42.0,68.0,1600.0,10.0,-1.1,0,1.2,2017,2,11,23,5
182.0,45.0,72.0,1900.0,6.0,-2.1,0,1.1,2017,2,12,0,6
131.0,38.0,67.0,1800.0,8.0,-2.4,0,0.7,2017,2,12,1,6
83.0,24.0,57.0,1400.0,15.0,-3.2,0,1.1,2017,2,12,2,6
62.0,20.0,48.0,1200.0,22.0,-3.2,0,1.0,2017,2,12,3,6
58.0,19.0,49.0,1500.0,16.0,-3.9,0,0.7,2017,2,12,4,6
36.0,14.0,34.0,1200.0,27.0,-4.4,0,0.9,2017,2,12,5,6
31.0,10.0,26.0,900.0,37.0,-4.6,0,1.2,2017,2,12,6,6
33.0,12.0,39.0,100.0,25.0,-4.7,0,0.9,2017,2,12,7,6
27.0,28.0,34.0,900.0,33.0,-4.0,0,1.0,2017,2,12,8,6
31.0,29.0,30.0,800.0,38.0,-1.0,0,1.4,2017,2,12,9,6
40.0,12.0,25.0,800.0,45.0,1.4,0,0.5,2017,2,12,10,6
46.0,17.0,22.0,800.0,55.0,3.1,0,1.9,2017,2,12,11,6
37.0,19.0,17.0,600.0,66.0,5.4,0,1.3,2017,2,12,12,6
33.0,17.0,19.0,600.0,73.0,7.7,0,1.7,2017,2,12,13,6
114.0,41.0,51.0,1900.0,66.0,8.6,0,2.6,2017,2,12,14,6
121.0,60.0,79.0,2900.0,52.0,9.4,0,1.7,2017,2,12,15,6
138.0,62.0,87.0,300.0,48.0,9.8,0,2.9,2017,2,12,16,6
148.0,65.0,103.0,3400.0,36.0,9.0,0,2.3,2017,2,12,17,6
153.0,65.0,121.0,3700.0,18.0,6.5,0,0.8,2017,2,12,18,6
184.0,65.0,137.0,4300.0,2.0,4.1,0,1.0,2017,2,12,19,6
188.0,69.0,140.0,4200.0,3.0,1.6,0,0.3,2017,2,12,20,6
204.0,60.0,139.0,4300.0,2.0,-0.1,0,0.0,2017,2,12,21,6
254.0,80.0,136.0,5500.0,6.0,-0.6,0,0.9,2017,2,12,22,6
276.0,107.0,136.0,7100.0,9.0,-0.4,0,1.6,2017,2,12,23,6
180.0,64.0,110.0,4200.0,2.0,-0.6,0,1.1,2017,2,13,0,0
141.0,44.0,102.0,3400.0,2.0,-2.3,0,0.6,2017,2,13,1,0
142.0,44.0,98.0,400.0,2.0,-1.6,0,1.3,2017,2,13,2,0
107.0,36.0,89.0,3200.0,2.0,-2.7,0,0.8,2017,2,13,3,0
102.0,27.0,82.0,3200.0,2.0,-2.8,0,1.1,2017,2,13,4,0
113.0,20.0,76.0,3100.0,2.0,-3.3,0,0.8,2017,2,13,5,0
104.0,23.0,76.0,2800.0,2.0,-3.3,0,1.3,2017,2,13,6,0
77.0,33.0,73.0,2200.0,2.0,-2.5,0,1.0,2017,2,13,7,0
86.0,37.0,73.0,2400.0,3.0,-1.3,0,1.7,2017,2,13,8,0
63.0,29.0,53.0,1800.0,22.0,1.2,0,1.1,2017,2,13,9,0
47.0,13.0,28.0,100.0,49.0,5.7,0,1.8,2017,2,13,10,0
33.0,8.0,18.0,700.0,63.0,8.1,0,2.3,2017,2,13,11,0
19.0,6.0,11.0,500.0,75.0,9.6,0,1.8,2017,2,13,12,0
15.0,4.0,8.0,400.0,82.0,10.7,0,0.8,2017,2,13,13,0
14.0,3.0,9.0,300.0,86.0,11.2,0,1.8,2017,2,13,14,0
16.0,3.0,13.0,300.0,86.0,11.5,0,1.6,2017,2,13,15,0
17.0,2.0,16.0,300.0,85.0,11.9,0,2.0,2017,2,13,16,0
19.0,3.0,17.0,300.0,85.0,11.1,0,1.8,2017,2,13,17,0
23.0,3.0,36.0,400.0,64.0,8.5,0,1.3,2017,2,13,18,0
150.0,27.0,63.0,1800.0,62.0,6.8,0,1.6,2017,2,13,19,0
154.0,39.0,80.0,2300.0,40.0,5.0,0,1.3,2017,2,13,20,0
190.0,53.0,121.0,3300.0,3.0,5.2,0,2.4,2017,2,13,21,0
224.0,48.0,115.0,3700.0,2.0,3.6,0,1.5,2017,2,13,22,0
196.0,35.0,109.0,3300.0,2.0,1.7,0,1.5,2017,2,13,23,0
175.0,35.0,105.0,2800.0,3.0,1.3,0,1.5,2017,2,14,0,1
145.0,39.0,99.0,2300.0,6.0,0.8,0,2.2,2017,2,14,1,1
132.0,47.0,99.0,2100.0,5.0,0.3,0,1.8,2017,2,14,2,1
138.0,46.0,96.0,200.0,3.0,-0.9,0,0.8,2017,2,14,3,1
137.0,40.0,97.0,2100.0,2.0,-2.1,0,0.4,2017,2,14,4,1
143.0,24.0,89.0,2600.0,2.0,-2.4,0,0.3,2017,2,14,5,1
141.0,14.0,86.0,2900.0,2.0,-3.1,0,0.3,2017,2,14,6,1
140.0,13.0,89.0,2800.0,2.0,-2.5,0,1.0,2017,2,14,7,1
171.0,30.0,95.0,3100.0,2.0,-2.3,0,1.0,2017,2,14,8,1
185.0,39.0,91.0,3500.0,3.0,-1.1,0,1.5,2017,2,14,9,1
194.0,44.0,91.0,3700.0,5.0,-0.6,0,1.8,2017,2,14,10,1
225.0,51.0,93.0,3800.0,10.0,0.6,0,1.5,2017,2,14,11,1
216.0,62.0,85.0,3400.0,20.0,1.7,0,1.6,2017,2,14,12,1
214.0,65.0,81.0,300.0,30.0,2.9,0,1.4,2017,2,14,13,1
217.0,76.0,79.0,2900.0,40.0,3.7,0,1.9,2017,2,14,14,1
207.0,76.0,80.0,2600.0,46.0,4.3,0,1.5,2017,2,14,15,1
228.0,70.0,86.0,2700.0,54.0,4.7,0,1.5,2017,2,14,16,1
246.0,68.0,97.0,2700.0,44.0,4.1,0,1.2,2017,2,14,17,1
241.0,58.0,111.0,2700.0,25.0,2.5,0,0.9,2017,2,14,18,1
252.0,53.0,140.0,3200.0,2.0,0.5,0,0.2,2017,2,14,19,1
263.0,52.0,141.0,3400.0,2.0,0.4,0,1.2,2017,2,14,20,1
288.0,50.0,135.0,3700.0,2.0,0.0,0,1.1,2017,2,14,21,1
263.0,45.0,133.0,3700.0,2.0,-0.3,0,1.3,2017,2,14,22,1
275.0,41.0,128.0,4200.0,2.0,-1.4,0,0.3,2017,2,14,23,1
261.0,37.0,120.0,400.0,2.0,-2.0,0,1.2,2017,2,15,0,2
301.0,31.0,118.0,5700.0,2.0,-2.2,0,1.1,2017,2,15,1,2
311.0,32.0,111.0,6100.0,2.0,-2.4,0,1.1,2017,2,15,2,2
268.0,32.0,103.0,4700.0,2.0,-2.4,0,1.6,2017,2,15,3,2
241.0,28.0,92.0,3500.0,2.0,-2.6,0,1.3,2017,2,15,4,2
218.0,30.0,89.0,3000.0,2.0,-2.8,0,1.7,2017,2,15,5,2
219.0,37.0,86.0,3000.0,2.0,-2.1,0,1.5,2017,2,15,6,2
210.0,39.0,76.0,2000.0,7.0,-2.4,0,1.3,2017,2,15,7,2
208.0,38.0,78.0,3000.0,7.0,-1.9,0,1.7,2017,2,15,8,2
221.0,43.0,79.0,3000.0,9.0,-0.9,0,1.7,2017,2,15,9,2
215.0,52.0,63.0,2000.0,27.0,0.6,0,1.9,2017,2,15,10,2
221.0,49.0,58.0,2000.0,38.0,3.0,0,1.7,2017,2,15,11,2
229.0,53.0,61.0,2000.0,51.0,5.1,0,1.4,2017,2,15,12,2
220.0,55.0,59.0,2000.0,72.0,6.6,0,0.9,2017,2,15,13,2
191.0,53.0,60.0,2000.0,81.0,7.6,0,1.4,2017,2,15,14,2
193.0,49.0,71.0,2000.0,77.0,7.6,0,2.6,2017,2,15,15,2
202.0,56.0,87.0,2000.0,72.0,7.9,0,1.9,2017,2,15,16,2
213.0,55.0,92.0,2000.0,70.0,7.1,0,1.5,2017,2,15,17,2
213.0,51.0,101.0,2000.0,55.0,5.7,0,0.4,2017,2,15,18,2
218.0,46.0,104.0,2000.0,45.0,4.4,0,1.4,2017,2,15,19,2
224.0,46.0,145.0,2000.0,8.0,3.4,0,1.0,2017,2,15,20,2
247.0,50.0,151.0,3000.0,2.0,2.3,0,0.7,2017,2,15,21,2
272.0,61.0,151.0,3000.0,2.0,2.7,0,0.7,2017,2,15,22,2
256.0,51.0,145.0,3000.0,2.0,2.5,0,0.8,2017,2,15,23,2
254.0,48.0,148.0,3400.0,81.0,2.4,0,1.0,2017,2,16,0,3
272.0,47.0,140.0,4400.0,81.0,2.0,0,1.5,2017,2,16,1,3
253.0,45.0,123.0,3700.0,81.0,2.0,0,1.4,2017,2,16,2,3
232.0,51.0,113.0,3500.0,81.0,2.5,0,1.4,2017,2,16,3,3
236.0,48.0,105.0,3200.0,81.0,2.5,0,1.9,2017,2,16,4,3
226.0,42.0,74.0,2800.0,81.0,1.5,0,1.5,2017,2,16,5,3
225.0,51.0,60.0,2600.0,81.0,2.3,0,1.9,2017,2,16,6,3
225.0,46.0,56.0,2000.0,52.0,2.5,0,1.9,2017,2,16,7,3
210.0,41.0,50.0,2000.0,56.0,5.1,0,3.0,2017,2,16,8,3
141.0,34.0,36.0,1000.0,62.0,7.7,0,4.9,2017,2,16,9,3
35.0,12.0,10.0,500.0,78.0,8.3,0,4.9,2017,2,16,10,3
144.0,9.0,7.0,300.0,78.0,6.7,0,7.0,2017,2,16,11,3
110.0,6.0,6.0,300.0,79.0,6.2,0,7.0,2017,2,16,12,3
66.0,2.0,4.0,200.0,86.0,6.5,0,5.9,2017,2,16,13,3
21.0,2.0,4.0,200.0,88.0,6.6,0,5.1,2017,2,16,14,3
5.0,3.0,4.0,200.0,84.0,6.5,0,4.7,2017,2,16,15,3
6.0,2.0,2.0,800.0,84.0,6.6,0,6.1,2017,2,16,16,3
28.0,2.0,6.0,200.0,88.0,5.9,0,5.5,2017,2,16,17,3
11.0,3.0,7.0,200.0,86.0,5.0,0,3.6,2017,2,16,18,3
7.0,4.0,10.0,300.0,83.0,4.3,0,1.8,2017,2,16,19,3
9.0,5.0,11.0,300.0,81.0,2.8,0,0.9,2017,2,16,20,3
5.0,3.0,11.0,300.0,80.0,0.3,0,0.6,2017,2,16,21,3
5.0,3.0,12.0,300.0,78.0,1.7,0,2.3,2017,2,16,22,3
6.0,3.0,10.0,300.0,78.0,1.3,0,2.4,2017,2,16,23,3
6.0,3.0,10.0,300.0,76.0,1.0,0,3.4,2017,2,17,0,4
10.0,4.0,18.0,400.0,68.0,0.0,0,2.8,2017,2,17,1,4
6.0,5.0,14.0,400.0,72.0,-0.4,0,3.1,2017,2,17,2,4
7.0,4.0,13.0,400.0,73.0,0.0,0,3.5,2017,2,17,3,4
8.0,3.0,8.0,300.0,81.0,-0.4,0,4.7,2017,2,17,4,4
6.0,2.0,7.0,200.0,83.0,-1.0,0,3.6,2017,2,17,5,4
